1525.00	0.00
1530.00	12.07
1535.00	17.33
1540.00	21.24
1545.00	24.64
1550.00	27.53
1555.00	30.25
1560.00	32.63
1565.00	34.92
1570.00	36.69
1575.00	38.35
1580.00	39.93
1585.00	41.31
1590.00	42.65
1595.00	43.84
1600.00	45.00
1605.00	46.13
1610.00	47.24
1615.00	48.21
1620.00	49.16
1625.00	50.09
1630.00	51.00
1635.00	51.89
1640.00	52.77
1645.00	53.54
1650.00	54.30
1655.00	55.13
1660.00	55.86
1665.00	56.58
1670.00	57.29
1675.00	57.98
1680.00	58.58
1685.00	59.26
1690.00	59.92
1695.00	60.49
1700.00	61.05
1705.00	61.68
1710.00	62.23
1715.00	62.76
1720.00	63.28
1725.00	63.80
1730.00	64.30
1735.00	64.80
1740.00	65.29
1745.00	65.77
1750.00	66.24
1755.00	66.70
1760.00	67.16
1765.00	67.55
1770.00	67.99
1775.00	68.36
1780.00	68.79
1785.00	69.21
1790.00	69.56
1795.00	69.91
1800.00	70.32
1805.00	70.66
1810.00	71.05
1815.00	71.38
1820.00	71.71
1825.00	72.09
1830.00	72.42
1835.00	72.74
1840.00	73.05
1845.00	73.36
1850.00	73.67
1855.00	74.03
1860.00	74.33
1865.00	74.63
1870.00	74.93
1875.00	75.22
1880.00	75.51
1885.00	75.80
1890.00	76.04
1895.00	76.32
1900.00	76.60
1905.00	76.87
1910.00	77.15
1915.00	77.42
1920.00	77.68
1925.00	77.91
1930.00	78.17
1935.00	78.43
1940.00	78.68
1945.00	78.90
1950.00	79.15
1955.00	79.40
1960.00	79.60
1965.00	79.85
1970.00	80.00
1975.00	80.00
1980.00	80.00
1985.00	80.00
1990.00	80.00
1995.00	80.00
2000.00	80.00
2005.00	80.00
2010.00	80.00
2015.00	80.00
2020.00	80.00
2025.00	80.00
2030.00	80.00
2035.00	80.00
2040.00	80.00
2045.00	80.00
2050.00	80.00
2055.00	80.00
2060.00	80.00
2065.00	80.00
2070.00	80.00
2075.00	80.00
2080.00	80.00
2085.00	80.00
2090.00	80.00
2095.00	80.00
2100.00	80.00
2105.00	80.00
2110.00	80.00
2115.00	80.00
2120.00	80.00
2125.00	80.00
2130.00	80.00
2135.00	80.00
2140.00	80.00
2145.00	80.00
2150.00	80.00
2155.00	80.00
2160.00	80.00
2165.00	80.00
2170.00	80.00
2175.00	80.00
2180.00	80.00
2185.00	80.00
2190.00	80.00
2195.00	80.00
2200.00	80.00
2205.00	80.00
2210.00	80.00
2215.00	80.00
2220.00	80.00
2225.00	80.00
2230.00	80.00
2235.00	80.00
2240.00	80.00
2245.00	80.00
2250.00	80.00
2255.00	80.00
2260.00	80.00
2265.00	80.00
2270.00	80.00
2275.00	80.00
2280.00	80.00
2285.00	80.00
2290.00	80.00
2295.00	80.00
2300.00	80.00
2305.00	80.00
2310.00	80.00
2315.00	80.00
2320.00	80.00
2325.00	80.00
2330.00	80.00
2335.00	80.00
2340.00	80.00
2345.00	80.00
2350.00	80.00
2355.00	80.00
2360.00	80.00
2365.00	80.00
2370.00	80.00
2375.00	79.96
2380.00	79.71
2385.00	79.32
2390.00	78.68
2395.00	77.99
2400.00	77.30
2405.00	76.59
2410.00	75.99
2415.00	75.26
2420.00	74.52
2425.00	73.77
2430.00	72.87
2435.00	72.11
2440.00	71.35
2445.00	70.59
2450.00	69.71
2455.00	68.95
2460.00	68.06
2465.00	67.31
2470.00	66.42
2475.00	65.54
2480.00	64.65
2485.00	63.77
2490.00	62.88
2495.00	62.00
2500.00	60.99
2505.00	60.10
2510.00	59.09
2515.00	58.20
2520.00	57.19
2525.00	56.18
2530.00	55.17
2535.00	54.16
2540.00	53.02
2545.00	52.01
2550.00	50.87
2555.00	49.73
2560.00	48.60
2565.00	47.46
2570.00	46.19
2575.00	44.93
2580.00	43.67
2585.00	42.40
2590.00	41.01
2595.00	39.62
2600.00	38.10
2605.00	36.59
2610.00	35.07
2615.00	33.30
2620.00	31.66
2625.00	29.76
2630.00	27.74
2635.00	25.71
2640.00	23.31
2645.00	20.78
2650.00	17.88
2655.00	14.32
2660.00	9.40
2663.00	-0.05

2665.00	0.00
2670.00	12.07
2675.00	17.33
2680.00	21.24
2685.00	24.64
2690.00	27.53
2695.00	30.25
2700.00	32.63
2705.00	34.92
2710.00	36.69
2715.00	38.35
2720.00	39.93
2725.00	41.31
2730.00	42.65
2735.00	43.84
2740.00	45.00
2745.00	46.13
2750.00	47.24
2755.00	48.21
2760.00	49.16
2765.00	50.09
2770.00	51.00
2775.00	51.89
2780.00	52.77
2785.00	53.54
2790.00	54.30
2795.00	55.13
2800.00	55.86
2805.00	56.58
2810.00	57.29
2815.00	57.98
2820.00	58.58
2825.00	59.26
2830.00	59.92
2835.00	60.49
2840.00	61.05
2845.00	61.68
2850.00	62.23
2855.00	62.76
2860.00	63.28
2865.00	63.80
2870.00	63.98
2875.00	64.16
2880.00	64.37
2885.00	64.52
2890.00	64.69
2895.00	64.87
2900.00	65.03
2905.00	65.20
2910.00	65.36
2915.00	65.52
2920.00	65.68
2925.00	65.83
2930.00	65.98
2935.00	66.11
2940.00	66.25
2945.00	66.40
2950.00	66.54
2955.00	66.66
2960.00	66.80
2965.00	66.93
2970.00	67.06
2975.00	67.18
2980.00	67.30
2985.00	67.43
2990.00	67.54
2995.00	67.66
3000.00	67.78
3005.00	67.88
3010.00	68.00
3015.00	68.11
3020.00	68.21
3025.00	68.32
3030.00	68.41
3035.00	68.52
3040.00	68.63
3045.00	68.71
3050.00	68.82
3055.00	68.90
3060.00	69.00
3065.00	69.09
3070.00	69.18
3075.00	69.26
3080.00	69.36
3085.00	69.43
3090.00	69.52
3095.00	69.60
3100.00	69.69
3105.00	69.76
3110.00	69.83
3115.00	69.92
3120.00	69.99
3125.00	70.07
3130.00	70.14
3135.00	70.21
3140.00	70.28
3145.00	70.35
3150.00	70.42
3155.00	70.49
3160.00	70.56
3165.00	70.63
3170.00	70.69
3175.00	70.76
3180.00	70.82
3185.00	70.88
3190.00	70.95
3195.00	71.01
3200.00	71.07
3205.00	71.14
3210.00	71.20
3215.00	71.25
3220.00	71.32
3225.00	71.37
3230.00	71.43
3235.00	71.72
3240.00	72.05
3245.00	72.37
3250.00	72.69
3255.00	73.01
3260.00	73.37
3265.00	73.68
3270.00	73.99
3275.00	74.29
3280.00	74.59
3285.00	74.89
3290.00	75.18
3295.00	75.47
3300.00	75.76
3305.00	76.04
3310.00	76.32
3315.00	76.60
3320.00	76.88
3325.00	77.11
3330.00	77.38
3335.00	77.65
3340.00	77.91
3345.00	78.17
3350.00	78.39
3355.00	78.65
3360.00	78.90
3365.00	79.11
3370.00	79.36
3375.00	79.61
3380.00	79.81
3385.00	80.00
3390.00	80.00
3395.00	80.00
3400.00	80.00
3405.00	80.00
3410.00	80.00
3415.00	80.00
3420.00	80.00
3425.00	80.00
3430.00	80.00
3435.00	80.00
3440.00	80.00
3445.00	80.00
3450.00	80.00
3455.00	80.00
3460.00	80.00
3465.00	80.00
3470.00	80.00
3475.00	80.00
3480.00	80.00
3485.00	80.00
3490.00	80.00
3495.00	80.00
3500.00	80.00
3505.00	80.00
3510.00	80.00
3515.00	80.00
3520.00	80.00
3525.00	80.00
3530.00	80.00
3535.00	80.00
3540.00	80.00
3545.00	80.00
3550.00	80.00
3555.00	80.00
3560.00	80.00
3565.00	80.00
3570.00	80.00
3575.00	80.00
3580.00	80.00
3585.00	80.00
3590.00	80.00
3595.00	80.00
3600.00	80.00
3605.00	80.00
3610.00	80.00
3615.00	80.00
3620.00	80.00
3625.00	80.00
3630.00	80.00
3635.00	80.00
3640.00	80.00
3645.00	80.00
3650.00	80.00
3655.00	80.00
3660.00	80.00
3665.00	80.00
3670.00	80.00
3675.00	80.00
3680.00	80.00
3685.00	80.00
3690.00	80.00
3695.00	80.00
3700.00	80.00
3705.00	80.00
3710.00	80.00
3715.00	80.00
3720.00	80.00
3725.00	80.00
3730.00	80.00
3735.00	80.00
3740.00	80.00
3745.00	80.00
3750.00	80.00
3755.00	80.00
3760.00	80.00
3765.00	80.00
3770.00	80.00
3775.00	80.00
3780.00	80.00
3785.00	80.00
3790.00	80.00
3795.00	80.00
3800.00	80.00
3805.00	80.00
3810.00	80.00
3815.00	80.00
3820.00	80.00
3825.00	80.00
3830.00	80.00
3835.00	80.00
3840.00	80.00
3845.00	80.00
3850.00	80.00
3855.00	80.00
3860.00	80.00
3865.00	80.00
3870.00	80.00
3875.00	80.00
3880.00	80.00
3885.00	80.00
3890.00	80.00
3895.00	80.00
3900.00	80.00
3905.00	80.00
3910.00	80.00
3915.00	80.00
3920.00	80.00
3925.00	80.00
3930.00	80.00
3935.00	80.00
3940.00	80.00
3945.00	80.00
3950.00	80.00
3955.00	80.00
3960.00	80.00
3965.00	80.00
3970.00	80.00
3975.00	80.00
3980.00	80.00
3985.00	80.00
3990.00	80.00
3995.00	80.00
4000.00	80.00
4005.00	80.00
4010.00	80.00
4015.00	80.00
4020.00	80.00
4025.00	80.00
4030.00	80.00
4035.00	80.00
4040.00	80.00
4045.00	80.00
4050.00	80.00
4055.00	80.00
4060.00	80.00
4065.00	80.00
4070.00	80.00
4075.00	80.00
4080.00	80.00
4085.00	80.00
4090.00	80.00
4095.00	80.00
4100.00	80.00
4105.00	80.00
4110.00	80.00
4115.00	80.00
4120.00	80.00
4125.00	80.00
4130.00	80.00
4135.00	80.00
4140.00	80.00
4145.00	80.00
4150.00	80.00
4155.00	80.00
4160.00	80.00
4165.00	80.00
4170.00	80.00
4175.00	80.00
4180.00	80.00
4185.00	80.00
4190.00	80.00
4195.00	80.00
4200.00	80.00
4205.00	79.91
4210.00	79.66
4215.00	79.27
4220.00	78.87
4225.00	78.47
4230.00	78.13
4235.00	77.71
4240.00	77.29
4245.00	76.86
4250.00	76.42
4255.00	76.05
4260.00	75.63
4265.00	75.20
4270.00	74.77
